,512,14861.873,512,3747.078333,512,13767.41,512,1427.567,512,28015.176,512,1399.946,1600,1620.8895,1600,1715.722,1600,1722.992,1600,2272.762,1600,1405.064333,1600,1428.815333,1600,1462.776667,1600,2255.648,1600,1227.984333,1600,868.2355,1600,993.6893333,1600,997.9613333,1600,809.049,1600,851.7753333,1600,966.8506667,1600,1022.067333,1600,831.766,,,,,,,,,,,,,,,,,,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,,1600,
,520,14822.23233,520,3793.228,520,13578.669,520,1437.494,520,27985.221,520,1393.726,1625,1601.5665,1625,1706.26,1625,1728.972667,1625,2264.9375,1625,1385.119667,1625,1418.978667,1625,1448.818333,1625,2252.5615,1625,1247.801667,1625,871.0935,1625,1002.929667,1625,1000.924667,1625,810.582,1625,856.469,1625,960.7316667,1625,1009.187667,1625,840.4126667,,,,,,,,,,,,,,,,,,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,,1625,
,528,14671.11967,528,3858.989667,528,13407.407,528,1421.42,528,27930.025,528,1390.445,1650,1593.1595,1650,1704.545667,1650,1709.910667,1650,2261.5755,1650,1405.627333,1650,1432.094667,1650,1461.696,1650,2260.3425,1650,1263.797,1650,864.767,1650,991.1473333,1650,1000.965667,1650,833.7636667,1650,850.6906667,1650,969.4376667,1650,1006.963667,1650,849.849,,,,,,,,,,,,,,,,,,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,,1650,
,536,14515.46133,536,3863.228,536,13400.296,536,1450.219,536,27956.682,536,1404.539,1675,1590.2525,1675,1692.106333,1675,1712.793667,1675,2267.798,1675,1386.657667,1675,1417.332667,1675,1450.435333,1675,2263.119,1675,1279.454667,1675,864.1885,1675,994.2413333,1675,1002.043333,1675,834.8846667,1675,844.39,1675,959.3016667,1675,1009.983667,1675,852.7433333,,,,,,,,,,,,,,,,,,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,,1675,
,544,14395.05233,544,3920.111333,544,13293.33,544,1460.66,544,27962.373,544,1426.986,1700,1584.5035,1700,1687.81,1700,1697.169,1700,2261.7365,1700,1392.802,1700,1429.999333,1700,1455.995333,1700,2260.4675,1700,1296.375,1700,866.24,1700,987.8083333,1700,997.8506667,1700,848.9233333,1700,852.4483333,1700,976.6796667,1700,1016.941333,1700,860.1086667,,,,,,,,,,,,,,,,,,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,,1700,
,552,14288.775,552,3944.992333,552,13119.109,552,1471.804,552,28125.943,552,1429.067,1725,1583.455,1725,1688.495,1725,1709.923667,1725,2254.2915,1725,1379.383667,1725,1432.173667,1725,1445.085,1725,2250.4555,1725,1300.448,1725,867.4125,1725,999.196,1725,1003.176,1725,851.505,1725,845.5746667,1725,973.715,1725,1002.23,1725,865.0633333,,,,,,,,,,,,,,,,,,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,,1725,
,560,14190.334,560,3956.526333,560,12995.223,560,1455.737,560,27903.609,560,1466.74,1750,1593.2755,1750,1676.582333,1750,1697.257667,1750,2245.346,1750,1399.896667,1750,1424.013,1750,1437.125,1750,2240.223,1750,1322.176333,1750,870.405,1750,996.3223333,1750,1009.068333,1750,871.687,1750,861.82,1750,978.9606667,1750,1010.625333,1750,868.4103333,,,,,,,,,,,,,,,,,,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,,1750,
,568,14055.963,568,4019.043667,568,12925.282,568,1455.358,568,28018.811,568,1460.313,1775,1579.4765,1775,1680.809333,1775,1693.534,1775,2248.5475,1775,1389.587,1775,1429.500667,1775,1450.380333,1775,2240.391,1775,1336.284333,1775,869.371,1775,1001.486667,1775,1012.059667,1775,869.6903333,1775,851.9516667,1775,980.7066667,1775,1012.124333,1775,880.77,,,,,,,,,,,,,,,,,,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,,1775,
,576,13997.26867,576,4033.302333,576,12895.016,576,1471.85,576,27904.432,576,1463.707,1800,1586.274,1800,1684.973667,1800,1685.498333,1800,2236.929,1800,1395.396667,1800,1425.991333,1800,1434.731,1800,2243.273,1800,1354.991667,1800,867.774,1800,1000.619333,1800,1011.035667,1800,886.7596667,1800,850.083,1800,964.2003333,1800,1009.159,1800,890.2946667,,,,,,,,,,,,,,,,,,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,
,584,13857.72833,584,4086.315333,584,12727.503,584,1461.578,584,27914.199,584,1461.901,1825,1579.9255,1825,1679.868,1825,1674.71,1825,2242.985,1825,1381.801333,1825,1412.142,1825,1443.141667,1825,2251.547,1825,1374.826333,1825,867.13,1825,996.5623333,1825,1008.566,1825,895.5786667,1825,843.185,1825,968.8113333,1825,1012.208667,1825,892.1743333,,,,,,,,,,,,,,,,,,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,,1825,
,592,13757.22133,592,4106.974333,592,12673.535,592,1467.689,592,27968.324,592,1488.249,1850,1587.7275,1850,1670.605667,1850,1675.209,1850,2256.971,1850,1386.631667,1850,1414.552333,1850,1443.781,1850,2258.2155,1850,1389.758,1850,860.469,1850,997.2246667,1850,1009.979667,1850,914.7096667,1850,839.5743333,1850,968.1096667,1850,1017.416667,1850,902.3913333,,,,,,,,,,,,,,,,,,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,,1850,
,600,13585.82833,600,4193.285333,600,12569.942,600,1466.954,600,27941.254,600,1498.968,1875,1571.811,1875,1671.349,1875,1664.735333,1875,2246.6055,1875,1380.705,1875,1414.006,1875,1440.738667,1875,2224.6135,1875,1388.893333,1875,857.78,1875,1003.529,1875,993.5853333,1875,909.946,1875,839.1643333,1875,964.426,1875,1013.154333,1875,911.4746667,,,,,,,,,,,,,,,,,,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,,1875,
,608,13509.05833,608,4208.622667,608,12484.836,608,1481.183,608,27893.674,608,1517.567,1900,1569.5145,1900,1675.974,1900,1674.159333,1900,2256.741,1900,1379.236333,1900,1413.306333,1900,1433.177,1900,2236.643,1900,1408.202,1900,857.552,1900,1002.864333,1900,1015.718667,1900,928.1573333,1900,846.6876667,1900,970.43,1900,1012.179,1900,915.732,,,,,,,,,,,,,,,,,,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,,1900,
,616,13404.739,616,4246.721,616,12341.765,616,1523.183,616,27813.871,616,1492.077,1925,1553.6365,1925,1664.332333,1925,1675.278,1925,2246.024,1925,1380.691667,1925,1414.590333,1925,1447.743,1925,2237.6395,1925,1422.6,1925,864.368,1925,997.362,1925,1012.553333,1925,939.8283333,1925,843.4066667,1925,968.2993333,1925,1013.258,1925,924.0103333,,,,,,,,,,,,,,,,,,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,,1925,
,624,13296.39567,624,4257.549333,624,12297.515,624,1520.992,624,27918.859,624,1532.037,1950,1570.8795,1950,1672.554333,1950,1661.368,1950,2254.8505,1950,1378.337333,1950,1421.469333,1950,1440.464,1950,2246.0825,1950,1449.252667,1950,867.7395,1950,999.151,1950,1003.108333,1950,956.524,1950,849.94,1950,973.7213333,1950,1021.924667,1950,928.676,,,,,,,,,,,,,,,,,,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,,1950,
,632,13229.95333,632,4305.959,632,12149.415,632,1506.069,632,27978.887,632,1526.148,1975,1566.929,1975,1660.129,1975,1668.596667,1975,2258.301,1975,1394.05,1975,1409.699,1975,1447.021333,1975,2236.387,1975,1451.459667,1975,853.196,1975,994.1056667,1975,1004.140333,1975,952.5726667,1975,857.478,1975,967.738,1975,1021.013667,1975,930.72,,,,,,,,,,,,,,,,,,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,,1975,
,640,13106.51633,640,4378.859,640,12167.391,640,1509.174,640,27852.094,640,1527.004,2000,1576.8915,2000,1660.127667,2000,1669.466667,2000,2244.479,2000,1375.925,2000,1423.251667,2000,1409.797667,2000,2240.78,2000,1475.01,2000,854.3425,2000,1002.598333,2000,1007.004667,2000,971.4823333,2000,841.462,2000,979.516,2000,978.4196667,2000,949.8003333,,,,,,,,,,,,,,,,,,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,
,648,12963.598,648,4376.786333,648,12074.118,648,1531.941,648,27948.541,648,1568.026,2025,1584.632,2025,1657.548,2025,1661.187333,2025,2230.0055,2025,1392.184,2025,1418.860333,2025,1454.385,2025,2232.1195,2025,1486.066,2025,868.9215,2025,990.774,2025,1009.992,2025,964.497,2025,849.077,2025,966.282,2025,1015.443,2025,955.7973333,,,,,,,,,,,,,,,,,,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,,2025,
,656,12869.44933,656,4443.154333,656,11868.067,656,1525.674,656,27999.84,656,1566.035,2050,1571.052,2050,1667.604,2050,1666.022333,2050,2235.6115,2050,1385.523,2050,1423.837,2050,1435.346,2050,2252.1085,2050,1503.535,2050,863.297,2050,1009.771,2050,1011.009,2050,993.029,2050,841.1786667,2050,977.5323333,2050,1010.665,2050,962.714,,,,,,,,,,,,,,,,,,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,,2050,
,664,12738.65267,664,4439.098333,664,11767.853,664,1519.823,664,27958.869,664,1589.724,2075,1566.572,2075,1652.354667,2075,1661.516333,2075,2242.1465,2075,1388.441333,2075,1416.518,2075,1448.859667,2075,2225.115,2075,1523.478667,2075,867.1485,2075,1005.781,2075,1007.578333,2075,1000.701333,2075,844.8303333,2075,976.5693333,2075,1002.532,2075,969.7796667,,,,,,,,,,,,,,,,,,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,,2075,
,672,12632.481,672,4480.765667,672,11802.129,672,1545.725,672,27867.633,672,1581.511,2100,1573.828,2100,1674.477667,2100,1649.455667,2100,2240.285,2100,1376.1,2100,1414.528333,2100,1435.876,2100,2226.4025,2100,1545.795667,2100,867.869,2100,1002.875333,2100,994.8286667,2100,1013.388,2100,843.4186667,2100,963.3236667,2100,1013.430667,2100,984.7693333,,,,,,,,,,,,,,,,,,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,,2100,
,680,12570.50867,680,4555.218667,680,11678.022,680,1544.848,680,27812.684,680,1597.653,2125,1572.174,2125,1663.898333,2125,1666.512667,2125,2228.877,2125,1377.852667,2125,1419.104,2125,1453.841,2125,2238.819,2125,1541.905667,2125,865.5485,2125,997.3496667,2125,1008.331667,2125,1021.511,2125,850.7526667,2125,966.2513333,2125,1023.496333,2125,990.3263333,,,,,,,,,,,,,,,,,,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,,2125,
,688,12484.84367,688,4590.416667,688,11588.077,688,1535.395,688,27758.238,688,1611.45,2150,1562.7095,2150,1658.447667,2150,1663.635667,2150,2227.7955,2150,1387.934,2150,1407.575667,2150,1451.675,2150,2221.8285,2150,1566.129667,2150,867.925,2150,999.3486667,2150,1006.020333,2150,1024.291667,2150,855.5056667,2150,960.913,2150,1016.744667,2150,999.66,,,,,,,,,,,,,,,,,,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,,2150,
,696,12350.48933,696,4608.338333,696,11408.898,696,1531.82,696,27844.848,696,1631.833,2175,1558.4055,2175,1652.163333,2175,1656.788333,2175,2237.349,2175,1382.282667,2175,1416.194,2175,1447.744667,2175,2222.228,2175,1584.390333,2175,850.311,2175,1001.602667,2175,1007.213667,2175,1043.270333,2175,856.728,2175,993.2746667,2175,1016.509667,2175,1009.020667,,,,,,,,,,,,,,,,,,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,,2175,
,704,12278.81567,704,4640.699333,704,11383.689,704,1550.332,704,27816.395,704,1613.783,2200,1563.3035,2200,1662.101333,2200,1653.978,2200,2241.9555,2200,1387.611,2200,1410.159,2200,1447.81,2200,2231.0045,2200,1602.375667,2200,859.0775,2200,997.348,2200,1000.379667,2200,1055.554,2200,847.441,2200,968.2446667,2200,1015.095667,2200,1008.116333,,,,,,,,,,,,,,,,,,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,,2200,
,712,12217.69167,712,4678.672333,712,11300.207,712,1535.438,712,27740.793,712,1598.097,2225,1560.125,2225,1660.048333,2225,1668.863333,2225,2240.9585,2225,1377.936333,2225,1434.725,2225,1410.532667,2225,2230.869,2225,1610.116667,2225,867.834,2225,994.6716667,2225,1006.809667,2225,1065.54,2225,839.7033333,2225,969.585,2225,1030.447,2225,1020.550333,,,,,,,,,,,,,,,,,,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,,2225,
,720,12113.49433,720,4725.445,720,11252.39,720,1557.27,720,27893.514,720,1636.561,2250,1563.362,2250,1660.856667,2250,1664.027,2250,2218.4785,2250,1387.579333,2250,1407.189333,2250,1438.737333,2250,2232.0695,2250,1621.308333,2250,858.8775,2250,996.5786667,2250,1000.427667,2250,1067.764,2250,847.3926667,2250,979.7056667,2250,1013.130333,2250,1029.230333,,,,,,,,,,,,,,,,,,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,,2250,
,728,11963.45967,728,4741.867333,728,11078.39,728,1552.701,728,27896.594,728,1646.589,2275,1573.721,2275,1674.263,2275,1656.481,2275,2225.6385,2275,1391.031667,2275,1415.034333,2275,1462.180667,2275,2224.9795,2275,1651.566333,2275,857.2315,2275,1001.569333,2275,1000.716667,2275,1091.913333,2275,837.9573333,2275,976.0826667,2275,1008.85,2275,1038.522667,,,,,,,,,,,,,,,,,,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,,2275,
,736,11874.34167,736,4771.534,736,11021.925,736,1573.491,736,27669.164,736,1684.716,2300,1567.459,2300,1666.903,2300,1665.917333,2300,2233.974,2300,1375.933667,2300,1412.807667,2300,1446.198667,2300,2229.7935,2300,1661.17,2300,856.5835,2300,1004.203667,2300,1010.272,2300,1102.287,2300,846.0926667,2300,972.5336667,2300,1021.735,2300,1040.321,,,,,,,,,,,,,,,,,,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,,2300,
,744,11775.188,744,4832.817,744,10914.236,744,1570.308,744,27716.908,744,1680.685,2325,1566.936,2325,1662.364667,2325,1665.863,2325,2215.9475,2325,1385.138667,2325,1421.214,2325,1459.414,2325,2219.3045,2325,1675.875667,2325,869.67,2325,1009.527,2325,998.833,2325,1107.082333,2325,841.9606667,2325,973.137,2325,1020.715,2325,1052.778,,,,,,,,,,,,,,,,,,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,,2325,
,752,11709.92167,752,4827.588667,752,10865.636,752,1563.003,752,27755.289,752,1716.701,2350,1560.138,2350,1668.054333,2350,1671.762333,2350,2222.3915,2350,1378.265,2350,1404.989,2350,1447.360667,2350,2208.1575,2350,1695.263333,2350,865.7515,2350,1002.62,2350,1014.437,2350,1121.532667,2350,845.2226667,2350,976.6746667,2350,1014.247333,2350,1059.279667,,,,,,,,,,,,,,,,,,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,,2350,
,760,11610.15733,760,4866.076333,760,10798.313,760,1564.829,760,27740.941,760,1689.021,2375,1559.929,2375,1667.811667,2375,1663.866,2375,2224.314,2375,1399.597667,2375,1420.546333,2375,1445.412333,2375,2199.4945,2375,1712.050667,2375,857.112,2375,1002.701667,2375,1009.528667,2375,1126.619,2375,851.156,2375,977.6233333,2375,1005.323,2375,1063.325667,,,,,,,,,,,,,,,,,,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,,2375,
,768,11530.61333,768,4902.185,768,10734.544,768,1587.846,768,27732.596,768,1714.241,2400,1563.6815,2400,1670.485,2400,1664.885667,2400,2221.347,2400,1379.729,2400,1435.191,2400,1444.220667,2400,2209.868,2400,1718.513667,2400,862.201,2400,1001.622667,2400,1010.351,2400,1133.070333,2400,838.4003333,2400,986.5576667,2400,1017.2,2400,1070.093667,,,,,,,,,,,,,,,,,,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,,2400,
,776,11370.90233,776,4936.966333,776,10659.832,776,1595.844,776,27524.1,776,1711.532,2425,1552.706,2425,1668.551667,2425,1671.879,2425,2218.967,2425,1400.83,2425,1414.653333,2425,1440.231333,2425,2205.2585,2425,1742.14,2425,855.7855,2425,1002.22,2425,1007.909667,2425,1158.683,2425,846.4283333,2425,981.1783333,2425,1011.107,2425,1082.102333,,,,,,,,,,,,,,,,,,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,,2425,
,784,11325.04967,784,4963.294667,784,10569.57,784,1584.033,784,27639.586,784,1771.083,2450,1561.7185,2450,1666.631,2450,1670.374333,2450,2227.2405,2450,1380.893333,2450,1410.622333,2450,1463.673667,2450,2218.713,2450,1751.377667,2450,863.3005,2450,1007.127333,2450,1004.381,2450,1161.227,2450,836.2073333,2450,986.5226667,2450,1014.548333,2450,1093.916333,,,,,,,,,,,,,,,,,,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,,2450,
,792,11244.023,792,5012.756333,792,10418.505,792,1593.187,792,27833.604,792,1766.391,2475,1570.5085,2475,1669.845667,2475,1665.228333,2475,2205.4655,2475,1384.853333,2475,1414.015333,2475,1434.826333,2475,2219.387,2475,1767.959333,2475,853.8115,2475,1003.161667,2475,1006.811,2475,1177.979,2475,841.553,2475,979.7333333,2475,1002.802333,2475,1099.754,,,,,,,,,,,,,,,,,,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,,2475,
,800,11147.19533,800,5042.854667,800,10338.188,800,1605.624,800,27599.432,800,1757.651,2500,1573.659,2500,1670.647333,2500,1662.589333,2500,2213.9115,2500,1378.571,2500,1409.420333,2500,1447.315,2500,2199.7875,2500,1789.808333,2500,862.37,2500,1009.714667,2500,995.2253333,2500,1182.457,2500,845.437,2500,976.4203333,2500,1017.390667,2500,1113.933333,,,,,,,,,,,,,,,,,,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,,2500,
,808,11101.871,808,5080.570333,808,10284.256,808,1615.672,808,27726.41,808,1768.887,2525,1571.532,2525,1671.623333,2525,1658.131333,2525,2209.377,2525,1387.322,2525,1428.580667,2525,1436.675333,2525,2209.655,2525,1813.199333,2525,851.915,2525,1004.417,2525,1006.854667,2525,1196.067667,2525,833.3486667,2525,981.5973333,2525,1008.445333,2525,1113.748,,,,,,,,,,,,,,,,,,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,,2525,
,816,10958.02167,816,5130.935667,816,10152,816,1613.113,816,27765.465,816,1775.251,2550,1568.74,2550,1672.415333,2550,1658.901333,2550,2211.2615,2550,1381.024,2550,1410.290667,2550,1449.948,2550,2209.3065,2550,1819.74,2550,856.161,2550,1007.991,2550,1002.208,2550,1202.809333,2550,839.1256667,2550,974.3953333,2550,1017.721667,2550,1121.238667,,,,,,,,,,,,,,,,,,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,,2550,
,824,10850.419,824,5134.637333,824,10121.36,824,1593.726,824,27704.291,824,1796.747,2575,1565.3875,2575,1669.856667,2575,1666.309667,2575,2218.5195,2575,1392.464,2575,1424.223667,2575,1448.817667,2575,2206.381,2575,1833.159,2575,850.1975,2575,1004.935333,2575,1002.335,2575,1214.655333,2575,837.7466667,2575,983.1013333,2575,1014.885333,2575,1132.001333,,,,,,,,,,,,,,,,,,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,,2575,
,832,10802.13533,832,5193.102,832,10058.943,832,1605.578,832,27534.158,832,1796.086,2600,1565.9975,2600,1658.715333,2600,1673.706333,2600,2230.6665,2600,1398.127333,2600,1414.224,2600,1461.652,2600,2194.835,2600,1861.425667,2600,854.9965,2600,1002.354,2600,1002.943333,2600,1236.126,2600,854.6643333,2600,977.9396667,2600,1020.196,2600,1130.079,,,,,,,,,,,,,,,,,,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,,2600,
,840,10692.15933,840,5146.049667,840,9965.506,840,1621.871,840,27610.852,840,1797.006,2625,1567.886,2625,1672.36,2625,1667.512667,2625,2211.88,2625,1379.601,2625,1429.500667,2625,1444.702333,2625,2214.122,2625,1872.762333,2625,853.992,2625,1006.67,2625,997.1143333,2625,1239.296,2625,835.2996667,2625,989.4016667,2625,1001.029667,2625,1149.331,,,,,,,,,,,,,,,,,,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,,2625,
,848,10630.67833,848,5225.800667,848,9862.554,848,1613.762,848,27545.369,848,1844.018,2650,1561.361,2650,1661.987,2650,1662.347333,2650,2205.393,2650,1394.587333,2650,1422.012333,2650,1458.537667,2650,2201.8565,2650,1894.955,2650,852.2265,2650,1002.738,2650,1009.536333,2650,1247.346333,2650,836.3516667,2650,978.1143333,2650,1020.962667,2650,1155.190667,,,,,,,,,,,,,,,,,,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,,2650,
,856,10513.56,856,5242.706333,856,9782.09,856,1600.914,856,27579.232,856,1848.329,2675,1565.9975,2675,1673.415667,2675,1663.288667,2675,2212.9155,2675,1377.401,2675,1435.051333,2675,1406.766,2675,2216.6315,2675,1912.659,2675,857.082,2675,1006.948,2675,1000.960333,2675,1267.435,2675,830.7653333,2675,980.868,2675,982.13,2675,1160.493333,,,,,,,,,,,,,,,,,,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,,2675,
,864,10418.23133,864,5318.467333,864,9727.943,864,1639.458,864,27597.959,864,1855.255,2700,1562.4965,2700,1663.023333,2700,1662.011,2700,2189.7545,2700,1395.870667,2700,1419.234333,2700,1463.613,2700,2205.9095,2700,1921.925,2700,861.6725,2700,1007.212667,2700,1009.470333,2700,1279.204667,2700,841.0486667,2700,978.376,2700,1015.687667,2700,1175.047667,,,,,,,,,,,,,,,,,,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,,2700,
,872,10351.352,872,5338.950667,872,9634.71,872,1625.901,872,27676.182,872,1862.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,880,10258.44233,880,5354.518667,880,9496.244,880,1638.826,880,27566.324,880,1863.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
